,quarter,ticker,industry,sector,debt_to_assets,mkt_cap,stock_price,book_to_market,earnings_yield,mkt_cap_rank
5345,2024Q1,KR,Grocery Stores,Consumer Defensive,0.3977823977823977,41190730000.0,55.64,0.290337546456507,0.018332135154565,336
5346,2024Q2,KR,Grocery Stores,Consumer Defensive,0.3741057407084278,36099390000.0,48.88,0.3523588578329334,0.026595744680851,350
5347,2024Q3,KR,Grocery Stores,Consumer Defensive,0.3930563925121008,41427900000.0,56.44,0.306767710333646,0.0113394755492558,324
5348,2024Q4,KR,Grocery Stores,Consumer Defensive,0.4771059630234868,42254650000.0,60.56,0.2946222531613653,0.0140356671070013,326
5373,2024Q1,KSPI,Software - Infrastructure,Technology,0.0384740635202843,24355856937.0,120.82,57.93898571717906,9.732991226618111,471
5374,2024Q2,KSPI,Software - Infrastructure,Technology,0.0195897285797813,24502758351.0,125.18,50.44371677924382,10.204585397028278,457
5397,2024Q1,KVUE,Household & Personal Products,Consumer Defensive,0.3187699299930359,41097124228.0,20.47,0.2709435319597807,0.0073277967757694,338
5398,2024Q2,KVUE,Household & Personal Products,Consumer Defensive,0.3254547517301365,34814700000.0,17.52,0.3033608736602406,0.0017294520547945,362
5399,2024Q3,KVUE,Household & Personal Products,Consumer Defensive,0.327836583101207,44293950000.0,22.51,0.2469224585997752,0.0088849400266548,302
5400,2024Q4,KVUE,Household & Personal Products,Consumer Defensive,0.340572633881489,40885250000.0,20.96,0.2407408883010087,0.0071564885496183,332
5511,2024Q1,LEN,Residential Construction,Consumer Cyclical,0.0866175133658915,47071441940.0,169.71,0.566969112902093,0.0151434800542101,293
5512,2024Q2,LEN,Residential Construction,Consumer Cyclical,0.0978977269641537,40489478680.0,148.38,0.6618201554840257,0.0232511120097048,315
5513,2024Q3,LEN,Residential Construction,Consumer Cyclical,0.0958373902285555,50106279760.0,186.27,0.5447265824765536,0.0228700273796102,273
5514,2024Q4,LEN,Residential Construction,Consumer Cyclical,0.054663059356861,35828899210.0,135.87,0.7674998211667987,0.0298815043791859,366
5515,2024Q1,LEN-B,Residential Construction,Consumer Cyclical,0.0866175133658915,47071441940.0,151.26,0.636125400969286,0.0169906121909295,293
5516,2024Q2,LEN-B,Residential Construction,Consumer Cyclical,0.0978977269641537,40489478680.0,137.28,0.7153327117622358,0.0251311188811188,315
5517,2024Q3,LEN-B,Residential Construction,Consumer Cyclical,0.0958373902285555,50106279760.0,170.91,0.5936821749336355,0.0249253993329822,273
5518,2024Q4,LEN-B,Residential Construction,Consumer Cyclical,0.054663059356861,35828899210.0,130.99,0.7960928368725317,0.0309947324223223,366
5554,2024Q1,LI,Auto - Manufacturers,Consumer Cyclical,0.1023056323441288,30077386027.0,30.28,2.040148168920148,0.0198150594451783,415
5575,2024Q1,LIN,Chemicals - Specialty,Basic Materials,0.2528905870785468,223778559680.0,458.55,0.1756986500266918,0.007371060953004,43
5576,2024Q2,LIN,Chemicals - Specialty,Basic Materials,0.268254067194415,211484040690.0,434.75,0.1829650550582592,0.0079585968947671,46
5577,2024Q3,LIN,Chemicals - Specialty,Basic Materials,0.2696920504930584,228879924780.0,473.84,0.1730750318465658,0.0068377511396251,46
5578,2024Q4,LIN,Chemicals - Specialty,Basic Materials,0.2792244251188441,199982749540.0,417.28,0.1918326129897515,0.0086273006134969,54
5600,2024Q1,LLY,Drug Manufacturers - General,Healthcare,0.4099150030886642,700786368000.0,771.36,0.018439036236153,0.0032280647168637,10
5601,2024Q2,LLY,Drug Manufacturers - General,Healthcare,0.4019767707179706,815656842000.0,899.23,0.0167408060827986,0.0036586857644873,10
5602,2024Q3,LLY,Drug Manufacturers - General,Healthcare,0.4115986768403413,797881993700.0,881.15,0.0179364029815995,0.0012256709981274,12
5603,2024Q4,LLY,Drug Manufacturers - General,Healthcare,0.4274184430139656,693796400000.0,769.1,0.0204894121034058,0.0063450786633727,13
5628,2024Q1,LNG,Oil & Gas Midstream,Energy,0.6622311295472023,37771776000.0,159.68,0.1136453094061735,0.0134018036072144,361
5629,2024Q2,LNG,Oil & Gas Midstream,Energy,0.6322673731018497,39931172000.0,173.58,0.1125974103806337,0.0221799746514575,319
5630,2024Q3,LNG,Oil & Gas Midstream,Energy,0.6174347069065583,41075456000.0,178.99,0.1259583991156545,0.0220682719705011,328
5631,2024Q4,LNG,Oil & Gas Midstream,Energy,0.5834055360481554,49076308000.0,214.38,0.1184126348920209,0.0202910719283515,282
5663,2024Q1,LOW,Home Improvement,Consumer Cyclical,0.9274379555309532,145450830000.0,248.82,-0.1053754207665057,0.0071135760790933,84
5664,2024Q2,LOW,Home Improvement,Consumer Cyclical,0.8989088504353576,125221280000.0,216.38,-0.1182164930380473,0.0141417875958961,104
5665,2024Q3,LOW,Home Improvement,Consumer Cyclical,0.907798103885699,153030250000.0,267.12,-0.0907106686239027,0.0156483977238694,88
5666,2024Q4,LOW,Home Improvement,Consumer Cyclical,0.8877366291933934,138701600000.0,244.44,-0.0971626676398138,0.012232040582556,94
5679,2024Q1,LRCX,Semiconductors,Technology,0.2726228893879259,127122200800.0,96.1,0.0638014929106872,0.0076795005202913,103
5680,2024Q2,LRCX,Semiconductors,Technology,0.2658525639849242,139111081700.0,105.52,0.0619501582795714,0.0073919636087945,91
5681,2024Q3,LRCX,Semiconductors,Technology,0.2551527867236992,106030649960.0,81.11,0.0803929401945477,0.010602884971027,130
5682,2024Q4,LRCX,Semiconductors,Technology,0.2511242487115369,93843816280.0,72.01,0.0950321270483336,0.0129148729343146,137
5722,2024Q1,LULU,Apparel - Retail,Consumer Cyclical,0.1978699484386573,49217602850.0,390.65,0.085824333905494,0.0135671317035709,280
5723,2024Q2,LULU,Apparel - Retail,Consumer Cyclical,0.2425888867166191,37254162700.0,298.7,0.1121307790930239,0.0085369936391027,341
5724,2024Q3,LULU,Apparel - Retail,Consumer Cyclical,0.2575507459444391,33293830950.0,271.35,0.1191277320513197,0.011608623548922,380
5725,2024Q4,LULU,Apparel - Retail,Consumer Cyclical,0.2137453062812505,46532796030.0,382.41,0.0849463863930368,0.0075050338641771,299
5734,2024Q1,LVS,"Gambling, Resorts & Casinos",Consumer Cyclical,0.6578959755236526,38775000000.0,50.71,0.1039374219417603,0.0130151843817787,354
5735,2024Q2,LVS,"Gambling, Resorts & Casinos",Consumer Cyclical,0.6514469757969024,33187500000.0,43.58,0.1164059883656028,0.0110142267094997,372
5736,2024Q3,LVS,"Gambling, Resorts & Casinos",Consumer Cyclical,0.6561768286971996,37251600000.0,49.85,0.0941454500487764,0.0076228686058174,358
5737,2024Q4,LVS,"Gambling, Resorts & Casinos",Consumer Cyclical,0.6654408206716346,37492800000.0,51.06,0.0768470333687725,-0.0299647473560517,359
5746,2024Q1,LYB,Chemicals - Specialty,Basic Materials,0.3433267802533857,33241000000.0,96.23,0.4149993205381337,0.0150680660916554,388
5747,2024Q2,LYB,Chemicals - Specialty,Basic Materials,0.338684437729333,31185160000.0,91.23,0.4522043322042515,0.0309108845774416,386
5748,2024Q3,LYB,Chemicals - Specialty,Basic Materials,0.3386737514424496,31167500000.0,92.73,0.455117835900754,0.0190876738919443,392
5749,2024Q4,LYB,Chemicals - Specialty,Basic Materials,0.361522967604767,24063480000.0,72.99,0.5253406683739607,-0.0257569530072612,471
5754,2024Q1,LYV,Entertainment,Communication Services,0.4004566307387314,24271167131.0,105.77,-0.0047312104678359,-0.0018908953389429,474
5755,2024Q2,LYV,Entertainment,Communication Services,0.4010569774573012,21510628788.0,93.74,-0.0020074844933913,0.0116279069767441,496
5756,2024Q3,LYV,Entertainment,Communication Services,0.4146855204341707,25174107991.0,109.49,0.0114164930412813,0.0161658598958809,454
5757,2024Q4,LYV,Entertainment,Communication Services,0.0988436088999663,29833472756.0,129.5,0.0058139817723178,0.0044015444015444,412
5799,2024Q1,MAR,Travel Lodging,Consumer Cyclical,0.534516229228141,73270824000.0,249.16,-0.022333995392563,0.0077861615026489,184
5800,2024Q2,MAR,Travel Lodging,Consumer Cyclical,0.5526029526029526,70210008000.0,239.39,-0.0305622837564955,0.0112786666109695,188
5801,2024Q3,MAR,Travel Lodging,Consumer Cyclical,0.5517951848601625,71049880000.0,246.85,-0.0348404101267444,0.0083856593072716,193
5802,2024Q4,MAR,Travel Lodging,Consumer Cyclical,0.582117485295241,78521610000.0,277.6,-0.0386450268293615,0.005871757925072,173
5845,2024Q1,MBLY,Auto - Parts,Consumer Cyclical,0.0,25912900000.0,32.15,0.5697162417174457,-0.0083981337480559,451
5846,2024Q2,MBLY,Auto - Parts,Consumer Cyclical,0.0,22640540000.0,28.09,0.6501170025096575,-0.0039159843360626,480
5853,2024Q1,MCD,Restaurants,Consumer Cyclical,0.9508156896455068,203511510000.0,275.26,-0.0243201888148592,0.0096999200755649,50
5854,2024Q2,MCD,Restaurants,Consumer Cyclical,0.9665061987695396,183178992000.0,250.4,-0.0268018582621728,0.0112220447284345,58
5855,2024Q3,MCD,Restaurants,Consumer Cyclical,0.9508473972797836,218242317000.0,300.95,-0.0240019437077226,0.0104668549592955,49
5856,2024Q4,MCD,Restaurants,Consumer Cyclical,0.9413939328041752,207764163000.0,288.23,-0.0184144824063494,0.0097838531728133,48
5857,2024Q1,MCHP,Semiconductors,Technology,0.3881447975203487,48344719000.0,86.86,0.142233774832428,0.0033387059636196,287
5858,2024Q2,MCHP,Semiconductors,Technology,0.3916046389767483,49108050000.0,89.01,0.134096220674066,0.0026963262554769,260
5859,2024Q3,MCHP,Semiconductors,Technology,0.4133578282327186,43147846000.0,78.54,0.1488858836045894,0.0019098548510313,308
5860,2024Q4,MCHP,Semiconductors,Technology,0.4339760238482107,30819890000.0,56.49,0.1986808893393398,-0.0017702248185519,407
5861,2024Q1,MCK,Medical - Distribution,Healthcare,0.1115312189552659,70166294463.0,534.38,-0.0282202491938234,0.0113215314944421,197
5862,2024Q2,MCK,Medical - Distribution,Healthcare,0.1073391935258825,75808392000.0,581.99,-0.0232320164137968,0.0121136101994879,173
5863,2024Q3,MCK,Medical - Distribution,Healthcare,0.0996700216764003,62296920000.0,493.31,-0.0475200454567287,0.0037907198313433,216
5864,2024Q4,MCK,Medical - Distribution,Healthcare,0.1372659360447939,71808660000.0,569.28,-0.042994994512701,0.0122611017425519,194
5885,2024Q1,MDB,Software - Infrastructure,Technology,0.4278157345062555,26177184168.0,358.64,0.0411983551157845,-0.002146999776935,448
5895,2024Q1,MDLZ,Food Confectioners,Consumer Defensive,0.2520869834071936,94360000000.0,68.09,0.3103110606358402,0.0154207666323982,142
5896,2024Q2,MDLZ,Food Confectioners,Consumer Defensive,0.2769645397832986,87885920000.0,64.06,0.3218431901030981,0.0070246643771464,147
5897,2024Q3,MDLZ,Food Confectioners,Consumer Defensive,0.2829300051252926,98612753947.0,72.58,0.2866091363016082,0.0088178561587214,140
5898,2024Q4,MDLZ,Food Confectioners,Consumer Defensive,0.2682161262537045,79953030993.0,59.32,0.3391759466726586,0.0219150370869858,172
5899,2024Q1,MDT,Medical - Devices,Healthcare,0.2772248888106037,115238445000.0,84.3,0.4620419825519201,0.0117437722419928,116
5900,2024Q2,MDT,Medical - Devices,Healthcare,0.289472221913515,101795642999.0,76.82,0.4943340403752009,0.0063785472533194,131
5901,2024Q3,MDT,Medical - Devices,Healthcare,0.3104769969581833,115454472000.0,88.56,0.4186244148582881,0.0091463414634146,115
5902,2024Q4,MDT,Medical - Devices,Healthcare,0.3145865262877323,102438112000.0,79.25,0.4771613162229337,0.0124921135646687,130
5919,2024Q1,MELI,Specialty Retail,Consumer Cyclical,0.2788794460182562,76652504406.0,1511.96,0.0442255608770493,0.0044908595465488,179
5920,2024Q2,MELI,Specialty Retail,Consumer Cyclical,0.3534697953070394,83316184399.0,1643.4,0.0438810301544339,0.0063709382986491,156
5921,2024Q3,MELI,Specialty Retail,Consumer Cyclical,0.2795385227423418,104029133346.0,2051.96,0.038469999525372,0.0038158638569952,134
5922,2024Q4,MELI,Specialty Retail,Consumer Cyclical,0.2718685505635815,86207951472.0,1700.44,0.0504710361412213,0.0074157276940086,148
5931,2024Q1,META,Internet Content & Information,Communication Services,0.1688759849939868,1235801100000.0,483.81,0.1214402916535656,0.0100452657034786,6
5932,2024Q2,META,Internet Content & Information,Communication Services,0.1650075139638113,1277693480000.0,502.89,0.123016666901301,0.0105589691582652,6
5933,2024Q3,META,Internet Content & Information,Communication Services,0.1912849833078531,1450562960000.0,571.47,0.1138413906272933,0.0108492134320261,6
5934,2024Q4,META,Internet Content & Information,Communication Services,0.1777188521086454,1483682340000.0,584.99,0.123206525983964,0.0140515222482435,6
6029,2024Q3,MKC,Packaged Foods,Consumer Defensive,0.34744678111913,22089320000.0,80.91,0.2494659362926164,0.0102583117043628,492
6033,2024Q3,MKC-V,Packaged Foods,Consumer Defensive,0.34744678111913,22089320000.0,81.16,0.2486974976027057,0.010226712666338,492
6043,2024Q1,MKTW,Software - Application,Technology,0.0303988421609285,25414392000.0,30.6,-0.0004167498653693,7.516339869281045e-05,458
6063,2024Q1,MLM,Construction Materials,Basic Materials,0.2920566502463054,37941492000.0,610.43,0.2352577924405455,0.027701783988336,359
6064,2024Q2,MLM,Construction Materials,Basic Materials,0.2935161942080451,33320699999.0,539.4,0.2664206842290892,0.0088616981831664,371
6065,2024Q3,MLM,Construction Materials,Basic Materials,0.2725119922278219,32887075000.0,536.66,0.2796285664078656,0.0110684604777699,383
6066,2024Q4,MLM,Construction Materials,Basic Materials,0.2979086406164006,31558150000.0,515.66,0.3000301630966366,0.0093278516852189,399
6083,2024Q1,MMM,Conglomerates,Industrials,0.401082490089242,49217400000.0,86.28,0.1016176120487664,0.0193555864626796,281
6084,2024Q2,MMM,Conglomerates,Industrials,0.3196163865643083,56592822000.0,100.12,0.0706266961408678,0.0206751897722732,229
6085,2024Q3,MMM,Conglomerates,Industrials,0.3376146788990826,74310120000.0,134.65,0.0626127200937599,0.0184923876717415,183
6086,2024Q4,MMM,Conglomerates,Industrials,0.3466940904986455,70199142000.0,127.83,0.0552898133138446,0.0104826722991473,202
6111,2024Q1,MNST,Beverages - Non-Alcoholic,Consumer Defensive,0.0,61715281620.0,59.28,0.1389897084601512,0.0070850202429149,224
6112,2024Q2,MNST,Beverages - Non-Alcoholic,Consumer Defensive,0.1002225060613549,51411936600.0,49.95,0.1141042992727879,0.0082082082082082,251
6113,2024Q3,MNST,Beverages - Non-Alcoholic,Consumer Defensive,0.092985721010552,50747950140.0,52.17,0.1135227376631763,0.0072838796243051,267
6114,2024Q4,MNST,Beverages - Non-Alcoholic,Consumer Defensive,0.0484449654615978,51127319520.0,52.56,0.1165270946322436,0.0053272450532724,275
6115,2024Q1,MO,Tobacco,Consumer Defensive,0.6865524331734064,76683960000.0,40.34,-0.0721117373767797,0.0299950421417947,178
6116,2024Q2,MO,Tobacco,Consumer Defensive,0.7276877889900253,78254900000.0,43.05,-0.0407788544873641,0.051335656213705,166
6117,2024Q3,MO,Tobacco,Consumer Defensive,0.7362367196417596,86653944127.0,49.18,-0.0414072049969469,0.027246848312322,151
6118,2024Q4,MO,Tobacco,Consumer Defensive,0.7085879978394974,88370100000.0,51.36,-0.0256659532022389,0.0348520249221183,145
6136,2024Q1,MOH,Medical - Healthcare Plans,Healthcare,0.1535486366273448,23787057000.0,410.83,0.1888842322948988,0.0126573035075335,482
6159,2024Q1,MPAIX,,,0.21093884182619,31673732669.0,19.32,3.0397519184772053,0.1045548654244306,398
6160,2024Q2,MPAIX,,,0.2217507239491705,29005960393.0,17.69,3.3685815752568256,0.0983606557377049,413
6161,2024Q3,MPAIX,,,0.230324945331062,32061772273.0,19.55,3.126435772538883,0.0915601023017902,386
6162,2024Q4,MPAIX,,,0.2176078599522168,40173912085.0,23.77,2.628796422409428,0.0896087505258729,337
6163,2024Q1,MPC,Oil & Gas Refining & Marketing,Energy,0.3335866616780469,72741500000.0,196.19,0.3236446550555393,0.013201488353127,185
6164,2024Q2,MPC,Oil & Gas Refining & Marketing,Energy,0.3532952398831384,60544520000.0,169.71,0.3600276149487436,0.0255730363561369,218
6165,2024Q3,MPC,Oil & Gas Refining & Marketing,Energy,0.3682186564453296,52131200000.0,160.14,0.3571836878380964,0.011739727738229,259
6166,2024Q4,MPC,Oil & Gas Refining & Marketing,Energy,0.3646808186867534,43663500000.0,137.92,0.4020673216357309,0.0084106728538283,316
6168,2024Q1,MPLX,Oil & Gas Midstream,Energy,0.5747785304846275,41892480000.0,37.62,0.3450862003493583,0.0260499734183944,331
6169,2024Q2,MPLX,Oil & Gas Midstream,Energy,0.5878079266704859,42930720000.0,39.36,0.3404072620215898,0.0292174796747967,304
6170,2024Q3,MPLX,Oil & Gas Midstream,Energy,0.5930676359859794,45304740000.0,41.93,0.3221756148202186,0.0240877653231576,293
6171,2024Q4,MPLX,Oil & Gas Midstream,Energy,0.5701794140385487,48817200000.0,46.08,0.2943330809321109,0.0232204861111111,286
6172,2024Q1,MPWR,Semiconductors,Technology,0.0022957295165278,32946321699.0,672.25,0.0646448948828109,0.0028263294905169,390
6173,2024Q2,MPWR,Semiconductors,Technology,0.0049261139550445,40005134160.0,816.67,0.0552261330460555,0.0025224386839237,317
6174,2024Q3,MPWR,Semiconductors,Technology,0.004722671766956,44669066500.0,920.1,0.0524213336881691,0.0032170416259102,297
6175,2024Q4,MPWR,Semiconductors,Technology,0.0035868543199145,28313436700.0,590.11,0.1103299996665619,0.0508379793597803,430
6188,2024Q1,MRK,Drug Manufacturers - General,Healthcare,0.3232812780470293,334229350000.0,128.15,0.1243484560184803,0.0146703082325399,27
6189,2024Q2,MRK,Drug Manufacturers - General,Healthcare,0.3355056379295036,313709200000.0,120.96,0.14218663217282,0.0177744708994709,30
6190,2024Q3,MRK,Drug Manufacturers - General,Healthcare,0.3244307933158629,288555972037.0,111.69,0.1564992792941505,0.0111021577580804,32
6191,2024Q4,MRK,Drug Manufacturers - General,Healthcare,0.3169009273649514,252778690544.0,98.63,0.1847945665854934,0.0149041873669269,39
6192,2024Q1,MRNA,Biotechnology,Healthcare,0.073943451491422,40705920000.0,106.56,0.3148682059022373,-0.0289039039039039,342
6193,2024Q2,MRNA,Biotechnology,Healthcare,0.0813775510204081,45362500000.0,118.75,0.2568421052631578,-0.0280421052631578,286
6194,2024Q3,MRNA,Biotechnology,Healthcare,0.0825159779788647,25662720000.0,66.83,0.4635526077992036,0.0005057608858297,447
6210,2024Q1,MRVL,Semiconductors,Technology,0.2165861930894787,61311199999.0,70.59,0.242981666871535,-0.0063748406289842,226
6211,2024Q2,MRVL,Semiconductors,Technology,0.2229710604655702,60512430000.0,69.67,0.24025235399584,-0.0035883450552605,219
6212,2024Q3,MRVL,Semiconductors,Technology,0.2155331289976051,62434284000.0,71.94,0.228086893223978,-0.0030581039755351,214
6213,2024Q4,MRVL,Semiconductors,Technology,0.2076984722757613,95616565000.0,110.27,0.1400879580452441,0.0042622653486895,135
6270,2024Q1,MSFT,Software - Infrastructure,Technology,0.1650116153012235,3126370320000.0,416.77,0.0817405680645943,0.0070782445953403,1
6271,2024Q2,MSFT,Software - Infrastructure,Technology,0.1310656958819751,3322179350000.0,443.55,0.081432987883811,0.0066734302784353,1
6272,2024Q3,MSFT,Software - Infrastructure,Technology,0.1175458353807649,3199280500000.0,427.8,0.0904835574296975,0.0077606358111266,2
6273,2024Q4,MSFT,Software - Infrastructure,Technology,0.1165466062806004,3133852500000.0,419.89,0.0969591372947886,0.0077163066517421,3
6282,2024Q1,MSI,Communication Equipment,Technology,0.5159837910850968,59033174000.0,351.52,0.0089124156895739,-0.0006543013199817,230
6283,2024Q2,MSI,Communication Equipment,Technology,0.522817534657175,64431745000.0,383.28,0.0125372380983467,0.0069140054268419,201
6284,2024Q3,MSI,Communication Equipment,Technology,0.4724602203182375,75133173000.0,447.41,0.0177362330817102,0.0075098902572584,180
6285,2024Q4,MSI,Communication Equipment,Technology,0.3888317917094895,77146187000.0,461.01,0.0221069002723458,0.0079390902583458,177
6290,2024Q1,MSTR,Software - Application,Technology,0.5695821123038054,29308892400.0,170.46,0.0818899932226712,-0.0018186084711955,420
6291,2024Q2,MSTR,Software - Application,Technology,0.5536656149737852,24603527500.0,137.75,0.1152192099283324,-0.0041379310344827,456
6292,2024Q3,MSTR,Software - Application,Technology,0.5172645893891364,30113646000.0,168.6,0.1134583028923211,-0.0102016607354685,407
6293,2024Q4,MSTR,Software - Application,Technology,0.2804583789037825,57134206260.0,289.62,0.2840352910709339,-0.010461984669567,246
6306,2024Q1,MTD,Medical - Diagnostics & Research,Healthcare,0.6355993405047703,28747365044.0,1331.29,-0.0055612591603491,0.0062195314319194,426
6307,2024Q2,MTD,Medical - Diagnostics & Research,Healthcare,0.633357996087609,29961077408.0,1397.59,-0.0051367001398387,0.0074556915833685,398
6308,2024Q3,MTD,Medical - Diagnostics & Research,Healthcare,0.6257809139509637,31912125298.0,1499.7,-0.0048347241592739,0.0066279922651196,388
6309,2024Q4,MTD,Medical - Diagnostics & Research,Healthcare,0.6215705622131364,26049947023.0,1223.68,-0.0049322342176194,0.0098064853556485,449
6345,2024Q1,MU,Semiconductors,Technology,0.2178246446939955,130150560000.0,117.35,0.3386222312789068,0.0061354921175969,99
6346,2024Q2,MU,Semiconductors,Technology,0.209297411516112,145603710000.0,130.93,0.3051272906883706,0.0022913006950278,87
6347,2024Q3,MU,Semiconductors,Technology,0.2017834505013253,114910680000.0,103.32,0.394231024569142,0.0077429345722028,116
6348,2024Q4,MU,Semiconductors,Technology,0.1951553994486503,93501760000.0,84.05,0.5011482706866761,0.0199881023200475,138
6375,2024Q1,MZCSX,,,0.0789783517593068,39435272723.0,9.19,1.155706849499759,0.0359085963003264,349
6444,2024Q1,NEE,Regulated Electric,Utilities,0.3544040011114198,131111365000.0,62.16,0.3814344967159981,0.0178571428571428,96
6445,2024Q2,NEE,Regulated Electric,Utilities,0.447332236201035,145337525000.0,69.32,0.3453770154899553,0.0113964223889209,88
6446,2024Q3,NEE,Regulated Electric,Utilities,0.4449527721180777,173878210000.0,83.28,0.2926694121491224,0.0108069164265129,76
6447,2024Q4,NEE,Regulated Electric,Utilities,0.4330034079434534,147466330000.0,71.1,0.3425646159011082,0.0081575246132208,86
6460,2024Q1,NET,Software - Infrastructure,Technology,0.5127879127507915,32784991890.0,96.83,0.0243167362271993,-0.0010327377878756,391
6461,2024Q2,NET,Software - Infrastructure,Technology,0.5071977557991588,28044829890.0,82.83,0.0312428743124831,-0.0005348303754678,420
6462,2024Q3,NET,Software - Infrastructure,Technology,0.4736710128753739,27555016720.0,80.89,0.0351382582656414,-0.0005538385461738,425
6463,2024Q4,NET,Software - Infrastructure,Technology,0.4434683905243063,36864894080.0,107.68,0.0282434570409319,-0.0003463967310549,363
6478,2024Q1,NFLX,Entertainment,Communication Services,0.3381604887928314,262421219700.0,607.33,0.0814164724347556,0.0088913770108507,37
6479,2024Q2,NFLX,Entertainment,Communication Services,0.3365492033985693,290242267200.0,674.88,0.0761870185666741,0.0073939070649596,32
6480,2024Q3,NFLX,Entertainment,Communication Services,0.3056764409457325,303366127320.0,709.27,0.0748039598404439,0.0077826497666614,31
6481,2024Q4,NFLX,Entertainment,Communication Services,0.2905593013392,381231825120.0,891.32,0.0649042534479158,0.0049028407306018,26
6482,2024Q1,NGG,Regulated Electric,Utilities,0.4787388761759471,51152233950.0,60.42,0.6592619202305524,0.0256537570340946,268
6483,2024Q3,NGG,Regulated Electric,Utilities,0.456044063935907,71549984114.0,68.56,0.5090325788180785,0.0080221703617269,191
6509,2024Q1,NKE,Apparel - Footwear & Accessories,Consumer Cyclical,0.323937252382482,142393939379.0,92.26,0.1013053701233195,0.0083459787556904,85
6510,2024Q2,NKE,Apparel - Footwear & Accessories,Consumer Cyclical,0.3136184728417738,112881649000.0,74.28,0.1282148626945662,0.0133279483037156,119
6511,2024Q3,NKE,Apparel - Footwear & Accessories,Consumer Cyclical,0.3202260543481131,131433120000.0,87.51,0.1063909925283904,0.0079990858187635,99
6512,2024Q4,NKE,Apparel - Footwear & Accessories,Consumer Cyclical,0.3178429357991517,112566692000.0,75.29,0.1253962215082043,0.010359941559304,121
6561,2024Q4,NOK,Communication Equipment,Technology,0.1213313239163197,24205263060.0,4.38,0.8631515571838245,0.0342465753424657,468
6574,2024Q1,NOW,Software - Application,Technology,0.1295599635202918,156374339200.0,762.4,0.0518435444170369,0.002216684155299,76
6575,2024Q2,NOW,Software - Application,Technology,0.1238534629538089,161773965480.0,786.67,0.0535685700371322,0.0016143999389833,75
6576,2024Q3,NOW,Software - Application,Technology,0.1217858305305413,184095871260.0,894.39,0.0503835293994496,0.0023479690068091,67
6577,2024Q4,NOW,Software - Application,Technology,0.1117597998331943,219254018399.0,1060.12,0.0440358163310834,0.0017545183564124,45
6606,2024Q1,NSC,Railroads,Industrials,0.4173708697303456,57519381206.0,247.77,0.2241892459826851,0.0037938410622754,233
6607,2024Q2,NSC,Railroads,Industrials,0.4133652897222614,48519940000.0,209.94,0.273550555110141,0.0155282461655711,266
6608,2024Q3,NSC,Railroads,Industrials,0.3976187723962547,56210700000.0,244.34,0.2494132952538848,0.0198903167717115,238
6609,2024Q4,NSC,Railroads,Industrials,0.4001190421683989,53065670000.0,232.02,0.2725838979550758,0.0139643134212567,264
6624,2024Q2,NTAP,Computer Hardware,Technology,0.2682310104177202,26532800000.0,126.36,0.0440258530873417,0.0111585944919278,432
6625,2024Q3,NTAP,Computer Hardware,Technology,0.2843948018472774,25443060000.0,121.65,0.0370711774588086,0.0098643649815043,450
6626,2024Q4,NTAP,Computer Hardware,Technology,0.2498889382496668,23680320000.0,114.82,0.0380817716391555,0.0128026476223654,477
6636,2024Q1,NTES,Electronic Gaming & Multimedia,Technology,0.1295538593950427,66462195510.0,100.65,1.968664449867129,0.1182314952806756,208
6637,2024Q2,NTES,Electronic Gaming & Multimedia,Technology,0.0742612052000718,61574222628.0,93.46,2.1742767551877256,0.1122405307083244,214
6638,2024Q3,NTES,Electronic Gaming & Multimedia,Technology,0.0596136350481567,60240694266.0,91.94,2.2311628291247128,0.1103980857080704,222
6639,2024Q4,NTES,Electronic Gaming & Multimedia,Technology,0.0653969877782996,57293596438.0,88.16,2.449442574321869,0.1548321234119782,244
6648,2024Q1,NTR,Agricultural Inputs,Basic Materials,0.254821712361417,26858738950.0,51.93,0.970574219929844,0.006162141344117,441
6649,2024Q2,NTR,Agricultural Inputs,Basic Materials,0.2523440030415704,25178558700.0,49.19,1.0326884405064485,0.0158568814799756,447
6650,2024Q3,NTR,Agricultural Inputs,Basic Materials,0.284255745410414,23772686760.0,46.96,1.0745861028853965,0.0007751277683134,472
6672,2024Q1,NUE,Steel,Basic Materials,0.2019140043365473,48109094200.0,194.69,0.4372298638265953,0.0177718424161487,288
6673,2024Q2,NUE,Steel,Basic Materials,0.2016154054858495,37872806400.0,156.06,0.5542701190195319,0.0171728822247853,333
6674,2024Q3,NUE,Steel,Basic Materials,0.2020330871624163,35179560000.0,148.95,0.5812682586838235,0.0070493454179254,368
6675,2024Q4,NUE,Steel,Basic Materials,0.2047731290512669,27158417000.0,116.18,0.7464838675029758,0.0105009468066792,442
6690,2024Q1,NVDA,Semiconductors,Technology,0.1682083739045764,2224663200000.0,90.33,0.0192939486818136,0.0055352596036754,3
6691,2024Q2,NVDA,Semiconductors,Technology,0.1457987336516504,3036366120000.0,123.51,0.0161607926187712,0.0048579062424095,3
6692,2024Q3,NVDA,Semiconductors,Technology,0.1175097093644033,2979287520000.0,121.42,0.0194879082885504,0.0056003953220227,3
6693,2024Q4,NVDA,Semiconductors,Technology,0.1064959953339652,3288627810000.0,134.28,0.0200039994035257,0.0058832290735775,2
6711,2024Q1,NVO,Drug Manufacturers - General,Healthcare,0.0900840021276524,572612640000.0,126.61,0.1751784490867502,0.0450201405892109,13
