,quarter,ticker,industry,sector,debt_to_assets,mkt_cap,stock_price,book_to_market,earnings_yield,mkt_cap_rank
3914,2024Q2,FTV,"Hardware, Equipment & Parts",Technology,0.2283077813132774,26031329999.0,73.87,0.4045890236311542,0.0075808853391092,436
3915,2024Q3,FTV,"Hardware, Equipment & Parts",Technology,0.221152083237842,27728109000.0,78.77,0.383724070295571,0.0079979687698362,423
3916,2024Q4,FTV,"Hardware, Equipment & Parts",Technology,0.2200327924730108,26190000000.0,74.92,0.3947548890078783,0.0081420181526962,448
3941,2024Q4,FWONA,Entertainment,Communication Services,0.2544434050514499,23096386289.0,84.04,0.3526867177420208,-0.0121370775821037,487
3945,2024Q4,FWONK,Entertainment,Communication Services,0.2544434050514499,23096386289.0,92.66,0.3198768806285283,-0.0110079861860565,487
4008,2024Q3,GDDY,Software - Infrastructure,Technology,0.4891336967938778,22214785320.0,156.78,0.0161906780263513,0.0086745758387549,489
4009,2024Q4,GDDY,Software - Infrastructure,Technology,0.470128955484858,27966144780.0,197.37,0.0247477800549382,0.0070932765871206,434
4035,2024Q1,GEHC,Medical - Healthcare Information Services,Healthcare,0.300173869846001,41454960000.0,90.73,0.1790544917346822,0.0090378044748153,333
4036,2024Q2,GEHC,Medical - Healthcare Information Services,Healthcare,0.3033404495793043,35531520000.0,77.79,0.2194372269165454,0.012083815400437,356
4037,2024Q3,GEHC,Medical - Healthcare Information Services,Healthcare,0.3170285039137498,42889450000.0,93.73,0.1941654190384831,0.0109890109890109,311
4038,2024Q4,GEHC,Medical - Healthcare Information Services,Healthcare,0.0582368763033032,35728260000.0,78.11,0.2366073542137595,0.0202278837536807,367
4060,2024Q1,GEV,Renewable Utilities,Utilities,0.0,37207429018.0,136.54,0.2415593430259301,-0.0035154533470045,367
4061,2024Q2,GEV,Renewable Utilities,Utilities,0.0,46993740000.0,171.25,0.1932335233629921,0.0275620437956204,276
4062,2024Q3,GEV,Renewable Utilities,Utilities,0.0,70119500000.0,254.59,0.135747672728701,-0.001374759417102,195
4063,2024Q4,GEV,Renewable Utilities,Utilities,0.0202583276682528,90455750000.0,328.68,0.105612532775731,0.0053547523427041,143
4074,2024Q1,GFS,Semiconductors,Technology,0.1679852606480979,28816830000.0,52.11,0.389024603186952,0.0046056419113413,425
4075,2024Q2,GFS,Semiconductors,Technology,0.1535672449378033,28060800000.0,50.56,0.4017102316866974,0.0055379746835443,419
4076,2024Q3,GFS,Semiconductors,Technology,0.152223142778238,22298500000.0,40.25,0.5190836258889189,0.0079503105590062,487
4077,2024Q4,GFS,Semiconductors,Technology,0.1381034585391987,23686320000.0,42.91,0.4541234587047283,-0.0307620601258447,476
4094,2024Q1,GIB,Information Technology Services,Technology,0.192462819836334,25368812267.0,110.18,0.349778303755239,0.0168814666908694,461
4095,2024Q2,GIB,Information Technology Services,Technology,0.1928339978615809,22999371408.0,99.53,0.3879514265568933,0.0191901939113835,477
4096,2024Q3,GIB,Information Technology Services,Technology,0.198280503729353,25887988399.0,114.63,0.3629094432258509,0.0167495420047108,444
4097,2024Q4,GIB,Information Technology Services,Technology,0.1897032355537107,24617909636.0,109.12,0.4011678100859044,0.0178702346041055,464
4110,2024Q1,GILD,Drug Manufacturers - General,Healthcare,0.4475591558303133,91342750000.0,70.6,0.1992203384439936,-0.0473087818696883,148
4111,2024Q2,GILD,Drug Manufacturers - General,Healthcare,0.4358050728830325,85556670000.0,66.94,0.2190018518301108,0.0192709889453241,151
4112,2024Q3,GILD,Drug Manufacturers - General,Healthcare,0.4263915635029803,104548480000.0,82.56,0.1794422894015404,0.0121124031007751,133
4113,2024Q4,GILD,Drug Manufacturers - General,Healthcare,0.4527671836596322,115185390000.0,91.73,0.1688518701764095,0.0155892292597841,118
4114,2024Q1,GIS,Packaged Foods,Consumer Defensive,0.4055021791610635,39617014000.0,66.78,0.2481330465162691,0.0176699610661874,348
4115,2024Q2,GIS,Packaged Foods,Consumer Defensive,0.4231058884839164,35457230000.0,60.89,0.2725583695842413,0.0160945968139267,357
4116,2024Q3,GIS,Packaged Foods,Consumer Defensive,0.4192866046359367,41127065000.0,71.77,0.2305809630501439,0.0143514003065347,327
4117,2024Q4,GIS,Packaged Foods,Consumer Defensive,0.4348292165851701,35239302000.0,62.49,0.264382757337421,0.0228836613858217,370
4158,2024Q1,GLW,"Hardware, Equipment & Parts",Technology,0.3002027663118256,28081920000.0,32.11,0.4103412126449134,0.0077857365306758,432
4159,2024Q2,GLW,"Hardware, Equipment & Parts",Technology,0.3015931417638618,33139050000.0,38.14,0.3253577398256931,0.0031463030938647,373
4160,2024Q3,GLW,"Hardware, Equipment & Parts",Technology,0.2945060377092013,39821838025.0,44.62,0.2913754137200214,-0.0031376064545047,336
4161,2024Q4,GLW,"Hardware, Equipment & Parts",Technology,0.2854515954570037,40629600000.0,47.25,0.256418768521054,0.0074074074074074,334
4162,2024Q1,GM,Auto - Manufacturers,Consumer Cyclical,0.1963585221500338,52379250000.0,44.9,1.284200580414389,0.0572383073496659,260
4163,2024Q2,GM,Auto - Manufacturers,Consumer Cyclical,0.1346428419966355,53661300000.0,46.12,1.309982073708513,0.055724197745013,240
4164,2024Q3,GM,Auto - Manufacturers,Consumer Cyclical,0.4419490544058018,50938240000.0,44.63,1.4241951144295149,0.060721487788483,265
4165,2024Q4,GM,Auto - Manufacturers,Consumer Cyclical,0.0034350749389657,59449320000.0,53.13,1.064209697499507,-0.0291737248258987,238
4220,2024Q1,GOOG,Internet Content & Information,Communication Services,0.0681035964158586,1873795950000.0,151.55,0.1556444595270272,0.012603101286704,5
4221,2024Q2,GOOG,Internet Content & Information,Communication Services,0.0648142343949658,2248277450000.0,182.77,0.1333166300971974,0.0104502927176232,4
4222,2024Q3,GOOG,Internet Content & Information,Communication Services,0.0625705958639539,2028013800000.0,166.81,0.1532216874448105,0.012828967088304,4
4223,2024Q4,GOOG,Internet Content & Information,Communication Services,0.0565478305674993,2356217284188.0,190.22,0.1397603525515125,0.0114078435495741,4
4224,2024Q1,GOOGL,Internet Content & Information,Communication Services,0.0681035964158586,1873795950000.0,150.21,0.1570329394935156,0.0127155315891085,5
4225,2024Q2,GOOGL,Internet Content & Information,Communication Services,0.0648142343949658,2248277450000.0,181.49,0.1342568763175094,0.0105239958124414,4
4226,2024Q3,GOOGL,Internet Content & Information,Communication Services,0.0625705958639539,2028013800000.0,165.47,0.1544624988376674,0.0129328579198646,4
4227,2024Q4,GOOGL,Internet Content & Information,Communication Services,0.0565478305674993,2356217284188.0,189.08,0.1406029948294304,0.0114766236513645,4
4248,2024Q1,GPN,Specialty Business Services,Industrials,0.3527188059816802,34340729160.0,132.35,0.6533269325863376,0.009217982621836,380
4249,2024Q2,GPN,Specialty Business Services,Industrials,0.3586917033163397,24844744200.0,96.01,0.9153278526148888,0.0153109051140506,450
4250,2024Q3,GPN,Specialty Business Services,Industrials,0.3512346745363612,26091290160.0,101.92,0.879775514005282,0.0121664050235478,442
4251,2024Q4,GPN,Specialty Business Services,Industrials,0.3586114214989874,28508288120.0,111.76,0.7938814863675319,0.0202219040801717,426
4268,2024Q1,GRMN,"Hardware, Equipment & Parts",Technology,0.012260883866813,28566664300.0,146.52,0.2577240162575511,0.0098280098280098,429
4269,2024Q2,GRMN,"Hardware, Equipment & Parts",Technology,0.0115009902826892,31262718799.0,161.11,0.2263684750632561,0.0097448947923778,385
4270,2024Q3,GRMN,"Hardware, Equipment & Parts",Technology,0.0117495880284115,33810786220.0,174.79,0.2234436324120382,0.0118999942788489,377
4271,2024Q4,GRMN,"Hardware, Equipment & Parts",Technology,0.0140060871019831,39643378260.0,205.52,0.1988181760654409,0.0110451537563254,338
4302,2024Q1,GSK,Drug Manufacturers - General,Healthcare,0.303737758712037,87219015000.0,40.77,0.16685440801557,0.0127544763306352,154
4303,2024Q2,GSK,Drug Manufacturers - General,Healthcare,0.2917886542899459,78520750000.0,36.91,0.190919133087387,0.0157138986724464,164
4304,2024Q3,GSK,Drug Manufacturers - General,Healthcare,0.2766455925166669,83395200000.0,39.55,0.1736198904340497,-0.0007180783817951,161
4305,2024Q4,GSK,Drug Manufacturers - General,Healthcare,0.285656626809949,68992800000.0,33.08,0.2025837541788178,0.0060459492140266,205
4342,2024Q1,GWW,Industrial - Distribution,Industrials,0.3230952380952381,50051160000.0,1007.05,0.0645651409594876,0.00965195372623,276
4343,2024Q2,GWW,Industrial - Distribution,Industrials,0.3247126436781609,44209760000.0,895.07,0.0747176768525458,0.0107142458131766,296
4344,2024Q3,GWW,Industrial - Distribution,Industrials,0.3518762343647136,50486166000.0,1032.71,0.0695091428234895,0.0096445275053015,268
4345,2024Q4,GWW,Industrial - Distribution,Industrials,0.3516819571865443,50805210000.0,1049.67,0.0658251166611995,0.0092791067668886,277
4365,2024Q1,HAL,Oil & Gas Equipment & Services,Energy,0.3672426381114626,35044380000.0,38.52,0.2813900598873738,0.0176531671858774,378
4366,2024Q2,HAL,Oil & Gas Equipment & Services,Energy,0.3572678117048346,29861520000.0,33.17,0.3410376000774837,0.0241181790774796,400
4367,2024Q3,HAL,Oil & Gas Equipment & Services,Energy,0.3432552998302475,25418750000.0,28.69,0.4073447067541439,0.0226559776925758,451
4368,2024Q4,HAL,Oil & Gas Equipment & Services,Energy,0.3361863446281314,23546540000.0,27.0,0.4464761904761904,0.0259259259259259,480
4409,2024Q1,HCA,Medical - Care Facilities,Healthcare,0.7391418840630596,87790365774.0,330.88,-0.0185434293749802,0.0182543520309477,151
4410,2024Q2,HCA,Medical - Care Facilities,Healthcare,0.7454643684971853,84565972224.0,319.34,-0.0190350800122573,0.0173795954155445,154
4411,2024Q3,HCA,Medical - Care Facilities,Healthcare,0.7549571973965253,106978797594.0,404.66,-0.0207195620356688,0.0120595067464043,129
4412,2024Q4,HCA,Medical - Care Facilities,Healthcare,0.754356191084301,77067414149.0,299.47,-0.033074491564573,0.0187998797876248,178
4433,2024Q1,HD,Home Improvement,Consumer Cyclical,0.6826473278452895,379380400000.0,374.29,0.0028146125517323,0.0075609821261588,24
4434,2024Q2,HD,Home Improvement,Consumer Cyclical,0.6438344061592831,340797600000.0,338.22,0.005440963483422,0.0107622257702087,27
4435,2024Q3,HD,Home Improvement,Consumer Cyclical,0.667162298907544,401553200000.0,400.54,0.0111465682944186,0.0115094622259949,24
4436,2024Q4,HD,Home Improvement,Consumer Cyclical,0.6516079947359763,385489090000.0,386.54,0.0151046383874908,0.0095203601179696,24
4465,2024Q1,HES,Oil & Gas Exploration & Production,Energy,0.3901047777013633,46768895999.0,150.53,0.2131213202504906,0.021058925131203,296
4466,2024Q2,HES,Oil & Gas Exploration & Production,Energy,0.3966679581557535,45273888000.0,145.93,0.2341584297581759,0.0169259233879257,287
4467,2024Q3,HES,Oil & Gas Exploration & Production,Energy,0.3625204894598406,41820227211.0,134.86,0.2610176732919004,0.0120124573631914,321
4468,2024Q4,HES,Oil & Gas Exploration & Production,Energy,0.3562954314338443,41046886000.0,132.56,0.2747507503270366,0.0132770066385033,331
4530,2024Q2,HLN,Drug Manufacturers - Specialty & Generic,Healthcare,0.2652413462690142,37908272997.0,8.12,0.4454491213454084,0.0081280788177339,332
4531,2024Q4,HLN,Drug Manufacturers - Specialty & Generic,Healthcare,0.2908057700713973,43962256619.0,9.43,0.3720139960686073,0.005323435843054,315
4536,2024Q1,HLT,Travel Lodging,Consumer Cyclical,0.6952673863921667,54607360000.0,212.63,-0.052871483290521,0.0049381554813525,245
4537,2024Q2,HLT,Travel Lodging,Consumer Cyclical,0.7042002923047594,54986400000.0,217.66,-0.0574935965492033,0.0077644031976477,236
4538,2024Q3,HLT,Travel Lodging,Consumer Cyclical,0.716759542213434,57394500000.0,230.09,-0.0613051025985943,0.0060845756008518,233
4539,2024Q4,HLT,Travel Lodging,Consumer Cyclical,0.7194044304563613,60801360000.0,246.87,-0.0621276321937488,0.0084254870984728,235
4573,2024Q1,HON,Conglomerates,Industrials,0.3847360804326301,133884575000.0,199.97,0.126141870843711,0.0112016802520378,93
4574,2024Q2,HON,Conglomerates,Industrials,0.4028905652757144,138843708000.0,209.14,0.1246260299866686,0.0113321220235249,92
4575,2024Q3,HON,Conglomerates,Industrials,0.4194878354106569,134485526000.0,203.56,0.1314698006480949,0.0106602475928473,97
4576,2024Q4,HON,Conglomerates,Industrials,0.4285467312091068,146421898000.0,223.55,0.128016992108793,0.0088570789532543,87
4580,2024Q4,HOOD,Software - Infrastructure,Technology,0.2849887348684461,32933543027.0,37.26,0.2420632360532945,0.0278135880864046,384
4597,2024Q1,HPE,Communication Equipment,Technology,0.2183713866420941,23066730000.0,17.25,0.9542715191213004,0.017391304347826,496
4598,2024Q2,HPE,Communication Equipment,Technology,0.1885247274371556,27753870000.0,20.72,0.7981175029229949,0.0115830115830115,424
4599,2024Q3,HPE,Communication Equipment,Technology,0.1939624005784526,26843520000.0,20.17,0.8342578932730329,0.0193356470004957,434
4600,2024Q4,HPE,Communication Equipment,Technology,0.2560410878167887,29356266097.0,21.18,0.852124178618438,0.0462700661000944,417
4605,2024Q1,HPQ,Computer Hardware,Technology,0.3050270602019751,29736480000.0,29.2,-0.0564466166448681,0.0215753424657534,418
4606,2024Q2,HPQ,Computer Hardware,Technology,0.2892634840915769,34284580000.0,34.1,-0.0272989533414395,0.0181818181818181,366
4607,2024Q3,HPQ,Computer Hardware,Technology,0.2840064110985575,35116730000.0,35.21,-0.0403822504923762,0.018460664583925,370
4608,2024Q4,HPQ,Computer Hardware,Technology,0.2738730612142624,30933240000.0,32.3,-0.0418383578365489,0.0287925696594427,402
4645,2024Q1,HSY,Food Confectioners,Consumer Defensive,0.4592886186440828,39721373500.0,187.12,0.1075067950067585,0.0208422402736212,347
4646,2024Q2,HSY,Food Confectioners,Consumer Defensive,0.4645705903682716,37226861810.0,178.04,0.1112172709736342,0.004998876656931,342
4647,2024Q3,HSY,Food Confectioners,Consumer Defensive,0.4471944101332576,38924244140.0,187.04,0.1110166874735033,0.0117621899059024,344
4648,2024Q4,HSY,Food Confectioners,Consumer Defensive,0.4212001658162546,34371784050.0,166.5,0.1395142968927353,0.0236036036036036,375
4673,2024Q3,HUBB,Electrical Equipment & Parts,Industrials,0.3016149963950973,23182678519.0,425.59,0.1406744664641917,0.0095866914166216,481
4674,2024Q4,HUBB,Electrical Equipment & Parts,Industrials,0.2523393870431645,22670695004.0,417.39,0.1446821762282133,0.0087687774024293,491
4679,2024Q1,HUBS,Software - Application,Technology,0.2424168590866001,31759699839.0,626.56,0.0456275407922746,0.0001915219611848,396
4680,2024Q2,HUBS,Software - Application,Technology,0.2274191135762136,30082238950.0,589.79,0.0532174151884396,-0.0004747452483087,394
4681,2024Q3,HUBS,Software - Application,Technology,0.2131002643195584,27460861200.0,531.6,0.0641720039245435,0.000300978179082,427
4682,2024Q4,HUBS,Software - Application,Technology,0.1877645828991949,35993047890.0,696.77,0.0535144061818702,0.0001435193822925,365
4683,2024Q1,HUM,Medical - Healthcare Plans,Healthcare,0.2637599568784811,41945492160.0,342.59,0.3891824832804467,0.0178931083802796,330
4684,2024Q2,HUM,Medical - Healthcare Plans,Healthcare,0.2574211965743717,45004274250.0,370.1,0.3739846614243682,0.0152391245609294,291
4685,2024Q3,HUM,Medical - Healthcare Plans,Healthcare,0.2604035435039094,38137079700.0,314.6,0.4637083473284023,0.0126827717736808,354
4686,2024Q4,HUM,Medical - Healthcare Plans,Healthcare,0.2521784031498096,30547952550.0,252.88,0.5378018648203303,-0.0227380575767162,410
4711,2024Q1,HWM,Industrial - Machinery,Industrials,0.3687800192122958,28056300000.0,68.18,0.146169751518577,0.0086535640950425,433
4712,2024Q2,HWM,Industrial - Machinery,Industrials,0.3574304710178855,31673040000.0,77.4,0.1354372498353346,0.0083979328165374,383
4713,2024Q3,HWM,Industrial - Machinery,Industrials,0.3214623981814737,40701500000.0,100.04,0.1103235176517628,0.0080967612954818,333
4714,2024Q4,HWM,Industrial - Machinery,Industrials,0.3299743321608518,44294850000.0,109.22,0.1026986702844983,0.0070499908441677,310
4747,2024Q1,IBM,Information Technology Services,Technology,0.4640625797374042,175148512000.0,183.53,0.1381838442870233,0.0095352258486351,65
4748,2024Q2,IBM,Information Technology Services,Technology,0.4527598469906162,159163730215.0,167.87,0.1555194958734961,0.0118544111514862,76
4749,2024Q3,IBM,Information Technology Services,Technology,0.4534498544726401,204720080000.0,216.46,0.1222874132758753,-0.0016631248267578,55
4750,2024Q4,IBM,Information Technology Services,Technology,0.4313030800072899,204002240000.0,216.93,0.1359387860781399,0.0145208131655372,51
4785,2024Q1,ICLR,Medical - Diagnostics & Research,Healthcare,0.213807152416984,27742483247.0,335.95,0.340007306329761,0.006756957880637,434
4786,2024Q2,ICLR,Medical - Diagnostics & Research,Healthcare,0.2111740440327727,25886102764.0,313.47,0.3695666797656882,0.0056783743260918,439
4787,2024Q3,ICLR,Medical - Diagnostics & Research,Healthcare,0.2078798859713422,23771674572.0,287.31,0.4107232491026331,0.0082837353381365,473
4805,2024Q1,IDXX,Medical - Diagnostics & Research,Healthcare,0.3187527117069701,44866023279.0,539.93,0.034968688671353,0.0052599411034763,308
4806,2024Q2,IDXX,Medical - Diagnostics & Research,Healthcare,0.312713496601771,40257336000.0,487.2,0.0392537896695399,0.0050492610837438,316
4807,2024Q3,IDXX,Medical - Diagnostics & Research,Healthcare,0.297925907091095,41581626880.0,505.22,0.0389127150957687,0.0056015201298444,323
4808,2024Q4,IDXX,Medical - Diagnostics & Research,Healthcare,0.2996705878923667,34027765760.0,413.44,0.0471450339624465,0.0063612616099071,379
4830,2024Q2,IFF,Chemicals - Specialty,Basic Materials,0.3414006702095251,24278550000.0,93.93,0.595103153579115,0.0071329713616522,459
4831,2024Q3,IFF,Chemicals - Specialty,Basic Materials,0.3271852445870088,26862080000.0,103.92,0.5553776342378752,0.0022132409545804,433
4887,2024Q1,INFY,Information Technology Services,Technology,0.0606391984884358,74220018144.0,17.44,0.1463485615510518,0.0131880733944954,181
4888,2024Q2,INFY,Information Technology Services,Technology,0.0428462563967756,77091876314.0,18.44,0.1304812692568486,0.009761388286334,168
4889,2024Q3,INFY,Information Technology Services,Technology,0.0446597353497164,94237263149.0,22.06,0.1195936903160754,0.0086128739800543,143
4890,2024Q4,INFY,Information Technology Services,Technology,0.0409428518814069,92756210518.0,21.92,0.111119244117602,0.0086678832116788,139
4922,2024Q1,INTC,Semiconductors,Technology,0.3260054064431104,187369140000.0,43.71,0.5715362201971741,-0.0020544497826584,58
4923,2024Q2,INTC,Semiconductors,Technology,0.2571664120656628,132148990000.0,30.77,0.8776303910892971,-0.0123496912577185,100
4924,2024Q3,INTC,Semiconductors,Technology,0.2595612321873288,101323740000.0,23.46,0.9884962129428132,-0.16538789428815,137
4925,2024Q4,INTC,Semiconductors,Technology,0.2545283354963483,87077150000.0,20.05,1.1463584613368176,-0.0014563591022443,146
