ticker,company_name,quarter_end_date,stock_price,market_cap,industry,sector,isETF,isFund,mkt_cap_rank
ACI,"Albertsons Companies, Inc.",2023-03-31,19.67,11921486000.0,Grocery Stores,Consumer Defensive,False,False,740
ACI,"Albertsons Companies, Inc.",2023-06-30,20.77,12568320000.0,Grocery Stores,Consumer Defensive,False,False,732
ACI,"Albertsons Companies, Inc.",2023-09-30,21.77,13108550000.0,Grocery Stores,Consumer Defensive,False,False,701
ACI,"Albertsons Companies, Inc.",2023-12-31,22.14,13254900000.0,Grocery Stores,Consumer Defensive,False,False,736
ACIW,"ACI Worldwide, Inc.",2023-03-31,26.98,2926115900.0,Software - Infrastructure,Technology,False,False,1623
ACIW,"ACI Worldwide, Inc.",2023-06-30,23.17,2517814390.0,Software - Infrastructure,Technology,False,False,1783
ACIW,"ACI Worldwide, Inc.",2023-09-30,22.56,2451527520.0,Software - Infrastructure,Technology,False,False,1754
ACIW,"ACI Worldwide, Inc.",2023-12-31,30.6,3326311800.0,Software - Infrastructure,Technology,False,False,1603
ACLS,"Axcelis Technologies, Inc.",2023-03-31,133.25,4367268750.0,Semiconductors,Technology,False,False,1330
ACLS,"Axcelis Technologies, Inc.",2023-06-30,183.33,6014507310.0,Semiconductors,Technology,False,False,1129
ACLS,"Axcelis Technologies, Inc.",2023-09-30,163.05,5349181350.0,Semiconductors,Technology,False,False,1181
ACLS,"Axcelis Technologies, Inc.",2023-12-31,129.69,4241900520.0,Semiconductors,Technology,False,False,1427
ACLX,"Arcellx, Inc.",2023-03-31,30.809999,1482162127.0,Biotechnology,Healthcare,False,False,2202
ACLX,"Arcellx, Inc.",2023-06-30,31.62,1531612532.0,Biotechnology,Healthcare,False,False,2198
ACLX,"Arcellx, Inc.",2023-09-30,35.88,1737958812.0,Biotechnology,Healthcare,False,False,2036
ACLX,"Arcellx, Inc.",2023-12-31,55.5,2901544273.0,Biotechnology,Healthcare,False,False,1724
ACM,AECOM,2023-03-31,82.55,11698641120.0,Engineering & Construction,Industrials,False,False,752
ACM,AECOM,2023-06-30,83.09,11695943070.0,Engineering & Construction,Industrials,False,False,770
ACM,AECOM,2023-09-30,81.64,11468073120.0,Engineering & Construction,Industrials,False,False,756
ACM,AECOM,2023-12-31,91.08,12560959710.0,Engineering & Construction,Industrials,False,False,759
ACN,Accenture plc,2023-03-31,275.48,180499064651.0,Information Technology Services,Technology,False,False,59
ACN,Accenture plc,2023-06-30,298.59,194381432899.0,Information Technology Services,Technology,False,False,57
ACN,Accenture plc,2023-09-30,298.25,192863885649.0,Information Technology Services,Technology,False,False,53
ACN,Accenture plc,2023-12-31,342.2,220728199315.0,Information Technology Services,Technology,False,False,46
ACON,"Aclarion, Inc.",2023-03-31,94067.19,487248290090.0,Medical - Healthcare Information Services,Healthcare,False,False,14
ACON,"Aclarion, Inc.",2023-06-30,99855.99,532160530387.0,Medical - Healthcare Information Services,Healthcare,False,False,14
ACON,"Aclarion, Inc.",2023-09-30,47105.82,251040104409.0,Medical - Healthcare Information Services,Healthcare,False,False,35
ACON,"Aclarion, Inc.",2023-12-31,28943.73,157705122776.0,Medical - Healthcare Information Services,Healthcare,False,False,77
ACONW,"Aclarion, Inc.",2023-03-31,0.07,487248290090.0,Medical - Healthcare Information Services,Healthcare,False,False,14
ACONW,"Aclarion, Inc.",2023-06-30,0.079,532160530387.0,Medical - Healthcare Information Services,Healthcare,False,False,14
ACONW,"Aclarion, Inc.",2023-09-30,0.075,251040104409.0,Medical - Healthcare Information Services,Healthcare,False,False,35
ACONW,"Aclarion, Inc.",2023-12-31,0.04,157705122776.0,Medical - Healthcare Information Services,Healthcare,False,False,77
ACSNX,American Century Short Duration Fd Investor Cl,2023-03-31,8.9,39133181816.0,Asset Management - Leveraged,Financial Services,False,True,328
ACSNX,American Century Short Duration Fd Investor Cl,2023-06-30,8.85,39359680848.0,Asset Management - Leveraged,Financial Services,False,True,336
ACSNX,American Century Short Duration Fd Investor Cl,2023-09-30,8.9,38478510595.0,Asset Management - Leveraged,Financial Services,False,True,320
ACSNX,American Century Short Duration Fd Investor Cl,2023-12-31,9.17,39111222499.0,Asset Management - Leveraged,Financial Services,False,True,352
ACT,"Enact Holdings, Inc.",2023-03-31,21.16,3687729480.0,Insurance - Specialty,Financial Services,False,False,1458
ACT,"Enact Holdings, Inc.",2023-06-30,23.41,4022458580.0,Insurance - Specialty,Financial Services,False,False,1407
ACT,"Enact Holdings, Inc.",2023-09-30,25.51,4358597180.0,Insurance - Specialty,Financial Services,False,False,1317
ACT,"Enact Holdings, Inc.",2023-12-31,27.92,4612432950.0,Insurance - Specialty,Financial Services,False,False,1348
ACTIX,American Century Capital Value Fund Investor Class,2023-03-31,8.64,1894857866.0,Asset Management,Financial Services,False,True,1993
ACTIX,American Century Capital Value Fund Investor Class,2023-06-30,8.62,1890707902.0,Asset Management,Financial Services,False,True,2017
ACTIX,American Century Capital Value Fund Investor Class,2023-09-30,8.54,1874104539.0,Asset Management,Financial Services,False,True,1977
ACTIX,American Century Capital Value Fund Investor Class,2023-12-31,8.99,1925990047.0,Asset Management,Financial Services,False,True,2043
